split,sigma,representation,family,method,tuning,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep9_fold4,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional logistic regression (L2),inner-CV C,0.8667825866251164,0.91809866962306,0.3919597989949749,0.8214285714285714,0.7479674796747967,0.9312638580931264,0.9094138543516874,0.7829787234042553,0.7526924295216979,0.01,0.9166625989632077,343.0
rep9_fold4,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional linear SVM,inner-CV C,0.8720438354356189,0.9197616407982262,0.1658291457286432,0.8214285714285714,0.7666666666666667,0.9379157427937915,0.9147424511545293,0.7931034482758621,0.7593443142223628,0.01,0.9142454540651825,343.0
rep0_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8814169224551351,0.929362991309894,0.32160804020100503,0.8288288288288288,0.8288288288288288,0.9579646017699115,0.9325044404973357,0.8288288288288288,0.7867934305987403,,,
rep0_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.9247967989449788,0.9577453559754445,0.3919597989949749,0.8738738738738738,0.8151260504201681,0.9513274336283186,0.9360568383658969,0.8434782608695652,0.8252013075021924,0.01,0.9119977460078124,343.0
rep0_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.9287320249766176,0.9583432990512637,0.12060301507537688,0.8648648648648649,0.8205128205128205,0.9535398230088495,0.9360568383658969,0.8421052631578947,0.8184046878737146,0.01,0.9099396536701877,343.0
rep0_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.7758322937456864,0.8672167742964203,0.32160804020100503,0.7207207207207207,0.7766990291262136,0.9491150442477876,0.9040852575488455,0.7476635514018691,0.6698357649685083,,,
rep0_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8174152680449048,0.8858925296978395,0.3869346733668342,0.7837837837837838,0.7565217391304347,0.9380530973451328,0.9076376554174067,0.7699115044247787,0.7218368811289166,0.01,0.9303854530195469,343.0
rep0_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.833616701512112,0.8951606473730368,0.1407035175879397,0.7747747747747747,0.8113207547169812,0.9557522123893806,0.9200710479573713,0.7926267281105991,0.7305269871641553,0.01,0.9269311738815897,343.0
rep0_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8384574338093874,0.9020331802343997,0.34673366834170855,0.8035714285714286,0.8571428571428571,0.9667405764966741,0.9342806394316163,0.8294930875576036,0.7703120050681027,,,
rep0_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8869929473568451,0.9364903389293633,0.4472361809045226,0.8303571428571429,0.8157894736842105,0.9534368070953437,0.9289520426287744,0.8230088495575221,0.7837939499524866,0.01,0.919132598896919,343.0
rep0_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8756959655272952,0.9292643332277478,0.15075376884422112,0.8214285714285714,0.8440366972477065,0.9623059866962306,0.9342806394316163,0.832579185520362,0.7837345581248019,0.01,0.9191571306640762,343.0
rep0_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8291592845696316,0.9156834019638898,0.33668341708542715,0.8303571428571429,0.8230088495575221,0.9556541019955654,0.9307282415630551,0.8266666666666667,0.7860112448527083,,,
rep0_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8781406181651584,0.9206129236617042,0.4623115577889447,0.8392857142857143,0.831858407079646,0.9578713968957872,0.9342806394316163,0.8355555555555556,0.7971571111815015,0.01,0.9173311837780388,343.0
rep0_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8825469435186555,0.9247901488755148,0.1407035175879397,0.8482142857142857,0.811965811965812,0.9512195121951219,0.9307282415630551,0.8296943231441049,0.7994337979094075,0.01,0.9114984987663308,343.0
rep0_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.7834673097492022,0.8873930947101678,0.37185929648241206,0.75,0.8235294117647058,0.9600886917960089,0.9182948490230906,0.7850467289719626,0.7100886917960088,,,
rep0_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8559325522643865,0.9037852391510929,0.4120603015075377,0.8303571428571429,0.7622950819672131,0.9356984478935698,0.9147424511545293,0.7948717948717948,0.7660555907507127,0.3981071705534973,0.9296778188029943,343.0
rep0_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8556912429110548,0.9062203040861577,0.17587939698492464,0.8303571428571429,0.8017241379310345,0.9490022172949002,0.9253996447602132,0.8157894736842105,0.7793593601520432,0.01,0.9306236602943329,343.0
rep1_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8200410029413062,0.8901977198437376,0.32663316582914576,0.7747747747747747,0.8349514563106796,0.9623893805309734,0.9253996447602132,0.8037383177570093,0.7371641553057482,,,
rep1_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8461183581636134,0.9057841026867575,0.3969849246231156,0.7747747747747747,0.7413793103448276,0.9336283185840708,0.9023090586145648,0.7577092511013216,0.7084030933588457,0.01,0.9224253227509078,343.0
rep1_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8532965830597985,0.9149924260543729,0.10552763819095477,0.7927927927927928,0.704,0.918141592920354,0.8934280639431617,0.7457627118644068,0.7109343857131467,0.01,0.9159911732902173,343.0
rep1_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8500373432237771,0.9051064338674958,0.2814070351758794,0.8108108108108109,0.8108108108108109,0.9535398230088495,0.9253996447602132,0.8108108108108109,0.7643506338196604,,,
rep1_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8920701906089854,0.9301203858725984,0.5276381909547738,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,0.3981071705534973,0.9215822027416408,343.0
rep1_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.9008150072933622,0.9367774854500518,0.18090452261306533,0.8378378378378378,0.8230088495575221,0.9557522123893806,0.9325044404973357,0.8303571428571429,0.7935900502272184,0.01,0.9202424819923568,343.0
rep1_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8338687347883509,0.9026369971491922,0.23618090452261306,0.8125,0.8125,0.9534368070953437,0.9253996447602132,0.8125,0.7659368070953438,,,
rep1_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8716032429839462,0.9105163129553372,0.4020100502512563,0.8392857142857143,0.831858407079646,0.9578713968957872,0.9342806394316163,0.8355555555555556,0.7971571111815015,0.01,0.9245860835528387,343.0
rep1_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8779308447730321,0.9178611023123218,0.15577889447236182,0.8125,0.883495145631068,0.9733924611973392,0.9413854351687388,0.8465116279069768,0.7858924611973392,0.01,0.9215534599684748,343.0
rep1_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8442388828105816,0.9251069052898322,0.2914572864321608,0.8035714285714286,0.8035714285714286,0.9512195121951219,0.9218472468916519,0.8035714285714286,0.7547909407665505,,,
rep1_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8711458793089644,0.9382918910357936,0.4120603015075377,0.8571428571428571,0.7741935483870968,0.9379157427937915,0.9218472468916519,0.8135593220338984,0.7950585999366486,0.01,0.9139820326022917,343.0
rep1_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8729422762171548,0.9329862210959772,0.135678391959799,0.8482142857142857,0.7983193277310925,0.9467849223946785,0.9271758436944938,0.8225108225108225,0.7949992081089641,0.01,0.9125564783048784,343.0
rep1_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8382173263573601,0.9202763699714919,0.37185929648241206,0.7678571428571429,0.819047619047619,0.9578713968957872,0.9200710479573713,0.7926267281105991,0.7257285397529301,,,
rep1_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8738763762026159,0.9285912258473235,0.49748743718592964,0.7946428571428571,0.839622641509434,0.9623059866962306,0.9289520426287744,0.8165137614678899,0.7569488438390877,0.01,0.9195055972603967,343.0
rep1_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8837123521071242,0.9272054165346847,0.15577889447236182,0.8125,0.8584905660377359,0.9667405764966741,0.9360568383658969,0.8348623853211009,0.7792405764966741,0.01,0.917179649269551,343.0
rep2_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8242403165242045,0.8817667224746872,0.22613065326633167,0.7747747747747747,0.7413793103448276,0.9336283185840708,0.9023090586145648,0.7577092511013216,0.7084030933588457,,,
rep2_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8666794497261155,0.9285059395678865,0.4221105527638191,0.7837837837837838,0.7837837837837838,0.9469026548672567,0.9147424511545293,0.7837837837837838,0.7306864386510403,0.01,0.9228762906112996,343.0
rep2_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8743755534786273,0.9324722953041538,0.12060301507537688,0.7837837837837838,0.7565217391304347,0.9380530973451328,0.9076376554174067,0.7699115044247787,0.7218368811289166,0.01,0.9208893311527001,343.0
rep2_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8508975353147914,0.9146934545164633,0.271356783919598,0.8198198198198198,0.7982456140350878,0.9491150442477876,0.9236234458259325,0.8088888888888889,0.7689348640676075,,,
rep2_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.9108806862245089,0.9413218528262777,0.4020100502512563,0.8918918918918919,0.8181818181818182,0.9513274336283186,0.9396092362344582,0.853448275862069,0.8432193255202105,0.01,0.9152252952771937,343.0
rep2_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.91680179693669,0.9418400701586541,0.1658291457286432,0.8918918918918919,0.8319327731092437,0.9557522123893806,0.9431616341030196,0.8608695652173913,0.8476441042812723,0.01,0.9120592329122829,343.0
rep2_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.7925651061865713,0.8860963731390561,0.3165829145728643,0.7589285714285714,0.794392523364486,0.9512195121951219,0.9129662522202486,0.776255707762557,0.7101480836236933,,,
rep2_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8259598154843624,0.9010334178017103,0.3969849246231156,0.7857142857142857,0.7787610619469026,0.9445676274944568,0.9129662522202486,0.7822222222222223,0.7302819132087426,0.06309573444801933,0.9236341153970309,343.0
rep2_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8263895122882329,0.8986379474184352,0.1407035175879397,0.7857142857142857,0.7857142857142857,0.9467849223946785,0.9147424511545293,0.7857142857142857,0.7324992081089641,0.01,0.9244633493892117,343.0
rep2_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8608660439781733,0.9409645232815964,0.35175879396984927,0.8214285714285714,0.8932038834951457,0.975609756097561,0.9449378330373002,0.8558139534883721,0.7970383275261324,,,
rep2_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8902478108585844,0.9358172315489387,0.4271356783919598,0.8571428571428571,0.8495575221238938,0.9623059866962306,0.9413854351687388,0.8533333333333334,0.8194488438390877,0.01,0.9180430569926434,343.0
rep2_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8967013735759813,0.9407665505226481,0.1407035175879397,0.875,0.8235294117647058,0.9534368070953437,0.9378330373001776,0.8484848484848485,0.8284368070953438,0.01,0.9116268825180952,343.0
rep2_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8284980874741152,0.8961830852074755,0.37185929648241206,0.7946428571428571,0.7946428571428571,0.9490022172949002,0.9182948490230906,0.7946428571428571,0.7436450744377572,,,
rep2_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8540361541680112,0.893094710167881,0.4623115577889447,0.8214285714285714,0.7479674796747967,0.9312638580931264,0.9094138543516874,0.7829787234042553,0.7526924295216979,0.3981071705534973,0.9295750465174533,343.0
rep2_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8535257411842205,0.8923226164079823,0.1457286432160804,0.8303571428571429,0.7045454545454546,0.9135254988913526,0.8969804618117229,0.7622950819672131,0.7438826417484954,0.06309573444801933,0.9308420357078075,343.0
rep3_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.830888221139995,0.8989675516224189,0.2763819095477387,0.7747747747747747,0.8269230769230769,0.9601769911504425,0.9236234458259325,0.8,0.7349517659252172,,,
rep3_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8947784034409892,0.9368572111934944,0.4723618090452261,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,0.06309573444801933,0.9127177870917494,343.0
rep3_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.892227606945892,0.9340269473012837,0.12562814070351758,0.8288288288288288,0.8141592920353983,0.9535398230088495,0.9289520426287744,0.8214285714285714,0.7823686518376785,0.01,0.913885141695718,343.0
rep3_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8239949672236712,0.9096707326795822,0.23618090452261306,0.7747747747747747,0.7962962962962963,0.9513274336283186,0.91651865008881,0.7853881278538812,0.7261022084030935,,,
rep3_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8559407583541236,0.9005819979271306,0.3919597989949749,0.8198198198198198,0.7777777777777778,0.9424778761061947,0.9182948490230906,0.7982456140350878,0.7622976959260144,0.01,0.9235987679221435,343.0
rep3_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8603341436614149,0.9068604002232321,0.1306532663316583,0.8108108108108109,0.782608695652174,0.9446902654867256,0.9182948490230906,0.7964601769911505,0.7555010762975365,0.01,0.9156709269349953,343.0
rep3_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8242459328229614,0.8921345422869813,0.3316582914572864,0.7678571428571429,0.8113207547169812,0.9556541019955654,0.9182948490230906,0.7889908256880734,0.7235112448527083,,,
rep3_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8535698806542814,0.8961038961038961,0.40703517587939697,0.8035714285714286,0.7964601769911505,0.9490022172949002,0.9200710479573713,0.8,0.7525736458663288,0.3981071705534973,0.9203637069252801,343.0
rep3_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8644735459508286,0.9056857776369971,0.1658291457286432,0.7857142857142857,0.8380952380952381,0.9623059866962306,0.9271758436944938,0.8110599078341014,0.7480202724105163,0.01,0.9211985905055986,343.0
rep3_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8818060876961958,0.9356687519797275,0.3316582914572864,0.8303571428571429,0.8532110091743119,0.9645232815964523,0.9378330373001776,0.8416289592760181,0.7948804244535952,,,
rep3_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8999037547018188,0.9468047196705733,0.47738693467336685,0.8660714285714286,0.8220338983050848,0.9534368070953437,0.9360568383658969,0.8434782608695652,0.8195082356667722,0.01,0.9154656646657583,343.0
rep3_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8989006077962284,0.9397766867279063,0.1407035175879397,0.875,0.784,0.9401330376940134,0.9271758436944938,0.8270042194092827,0.8151330376940134,0.01,0.9168084587742773,343.0
rep3_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8080041784493812,0.8973412258473235,0.32160804020100503,0.7857142857142857,0.7457627118644068,0.9334811529933481,0.9040852575488455,0.7652173913043478,0.7191954387076338,,,
rep3_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8321795249972724,0.9133077288565095,0.4221105527638191,0.8125,0.7583333333333333,0.9356984478935698,0.911190053285968,0.7844827586206896,0.7481984478935697,0.01,0.9217057979739421,343.0
rep3_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8383502418584005,0.9153864428254672,0.22110552763819097,0.8035714285714286,0.743801652892562,0.9312638580931264,0.9058614564831261,0.7725321888412017,0.7348352866645551,0.06309573444801933,0.9215973007724217,343.0
rep4_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8201986923788454,0.9030335645379893,0.34673366834170855,0.7567567567567568,0.865979381443299,0.9712389380530974,0.9289520426287744,0.8076923076923077,0.727995694809854,,,
rep4_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8750925686303866,0.9272502591086661,0.5477386934673367,0.8018018018018018,0.8557692307692307,0.9668141592920354,0.9342806394316163,0.827906976744186,0.7686159610938372,0.06309573444801933,0.914200898962782,343.0
rep4_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.875129086937565,0.9250179382922746,0.12562814070351758,0.8468468468468469,0.7175572519083969,0.918141592920354,0.9040852575488455,0.7768595041322314,0.7649884397672009,0.01,0.9140843248869593,343.0
rep4_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8688938599145365,0.9267818703659412,0.31155778894472363,0.8288288288288288,0.7931034482758621,0.9469026548672567,0.9236234458259325,0.8105726872246696,0.7757314836960854,,,
rep4_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8836180137147571,0.9250179382922746,0.40703517587939697,0.8468468468468469,0.7833333333333333,0.9424778761061947,0.9236234458259325,0.8138528138528138,0.7893247229530416,0.01,0.9133775099181332,343.0
rep4_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8936693824554801,0.9276887506976002,0.135678391959799,0.8468468468468469,0.8034188034188035,0.9491150442477876,0.9289520426287744,0.8245614035087719,0.7959618910946344,0.01,0.911154527065473,343.0
rep4_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.7952404181826661,0.8761086474501109,0.271356783919598,0.7589285714285714,0.7657657657657657,0.9423503325942351,0.9058614564831261,0.7623318385650224,0.7012789040228065,,,
rep4_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.866252125766154,0.9199596135571746,0.36180904522613067,0.8482142857142857,0.7786885245901639,0.9401330376940134,0.9218472468916519,0.811965811965812,0.7883473234082992,0.01,0.9206848546242958,343.0
rep4_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8666349784458837,0.914079822616408,0.15075376884422112,0.8392857142857143,0.7768595041322314,0.9401330376940134,0.9200710479573713,0.8068669527896996,0.7794187519797275,0.01,0.917173321730837,343.0
rep4_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8170552129057893,0.9014194646816598,0.35175879396984927,0.8035714285714286,0.782608695652174,0.9445676274944568,0.91651865008881,0.7929515418502202,0.7481390560658854,,,
rep4_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8255365584210308,0.9062203040861577,0.49748743718592964,0.7946428571428571,0.7739130434782608,0.9423503325942351,0.9129662522202486,0.7841409691629956,0.7369931897370923,0.06309573444801933,0.9275513891558843,343.0
rep4_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8242406135624488,0.907526924295217,0.11055276381909548,0.7946428571428571,0.7235772357723578,0.9246119733924612,0.8987566607460036,0.7574468085106383,0.7192548305353181,0.01,0.9268851897227112,343.0
rep4_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8594582675393396,0.9245525815647766,0.37185929648241206,0.8392857142857143,0.8952380952380953,0.975609756097561,0.9484902309058615,0.8663594470046083,0.8148954703832754,,,
rep4_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8924864146517248,0.9222956921127654,0.457286432160804,0.8482142857142857,0.8636363636363636,0.9667405764966741,0.9431616341030196,0.8558558558558559,0.8149548622109597,0.01,0.9211269788372958,343.0
rep4_fold4,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8970095465490069,0.9235825150459298,0.20100502512562815,0.8660714285714286,0.8151260504201681,0.9512195121951219,0.9342806394316163,0.8398268398268398,0.8172909407665505,0.01,0.9224326614290715,343.0
rep5_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.7926232513272827,0.8911344973291877,0.35175879396984927,0.7837837837837838,0.7565217391304347,0.9380530973451328,0.9076376554174067,0.7699115044247787,0.7218368811289166,,,
rep5_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8731463136691544,0.9257753328549788,0.457286432160804,0.8198198198198198,0.7647058823529411,0.9380530973451328,0.9147424511545293,0.7913043478260869,0.7578729171649525,0.06309573444801933,0.9230701561499016,343.0
rep5_fold0,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8710541029339814,0.9224866459379734,0.15075376884422112,0.7927927927927928,0.822429906542056,0.9579646017699115,0.9253996447602132,0.8073394495412844,0.7507573945627044,0.01,0.9238361021794127,343.0
rep5_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8384516681935081,0.8990273459300008,0.36683417085427134,0.7567567567567568,0.8155339805825242,0.9579646017699115,0.9182948490230906,0.7850467289719626,0.7147213585266683,,,
rep5_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8620975833221325,0.9118233277525314,0.4120603015075377,0.8198198198198198,0.8053097345132744,0.9513274336283186,0.9253996447602132,0.8125,0.7711472534481385,0.01,0.9239420471332739,343.0
rep5_fold1,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8602918169007983,0.9061030056605278,0.11557788944723618,0.8108108108108109,0.8035714285714286,0.9513274336283186,0.9236234458259325,0.8071748878923767,0.7621382444391296,0.01,0.9235232758046173,343.0
rep5_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.7744576755085317,0.8613200823566678,0.2663316582914573,0.7232142857142857,0.801980198019802,0.9556541019955654,0.9094138543516874,0.7605633802816901,0.6788683877098511,,,
rep5_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.827541524658506,0.8931541019955653,0.3869346733668342,0.7857142857142857,0.7857142857142857,0.9467849223946785,0.9147424511545293,0.7857142857142857,0.7324992081089641,0.01,0.924224911660529,343.0
rep5_fold2,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8337950247582219,0.901706525182135,0.16080402010050251,0.7678571428571429,0.8431372549019608,0.9645232815964523,0.9253996447602132,0.8037383177570093,0.7323804244535952,0.01,0.9232952656551845,343.0
rep5_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Distance-based functional,weighted kNN + seuclidean,k=5,0.8430552430430367,0.9191281279695913,0.3969849246231156,0.8125,0.8348623853211009,0.9600886917960089,0.9307282415630551,0.8235294117647058,0.7725886917960088,,,
rep5_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional logistic regression (L2),inner-CV C,0.8887740555650232,0.9284130503642698,0.4120603015075377,0.875,0.7596899224806202,0.9312638580931264,0.9200710479573713,0.8132780082987552,0.8062638580931263,0.3981071705534973,0.9196497496403849,343.0
rep5_fold3,8.0,"Gaussian-smoothed L2-normalised spectra, sigma=8",Functional linear,Functional linear SVM,inner-CV C,0.8902024186009933,0.9295414950902755,0.1407035175879397,0.875,0.8032786885245902,0.9467849223946785,0.9325044404973357,0.8376068376068376,0.8217849223946785,0.01,0.9201186905650772,343.0
