split,sigma,representation,family,method,tuning,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep7_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8529914778923858,0.9200749421988361,0.1658291457286432,0.7927927927927928,0.8,0.9513274336283186,0.9200710479573713,0.7963800904977375,0.7441202264211113,0.01,0.924565906720928,343.0
rep7_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8261546916357133,0.9077941875197973,0.21608040201005024,0.8125,0.7711864406779662,0.9401330376940134,0.9147424511545293,0.7913043478260869,0.7526330376940134,,,
rep7_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.873769761707661,0.9255028508077289,0.44221105527638194,0.8482142857142857,0.811965811965812,0.9512195121951219,0.9307282415630551,0.8296943231441049,0.7994337979094075,0.06309573444801933,0.9203923063958962,343.0
rep7_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8725717492749602,0.9240972442191954,0.15075376884422112,0.8571428571428571,0.7559055118110236,0.9312638580931264,0.91651865008881,0.803347280334728,0.7884067152359835,0.01,0.9191189143389863,343.0
rep7_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8423783223890681,0.9096551314539119,0.3869346733668342,0.7589285714285714,0.85,0.9667405764966741,0.9253996447602132,0.8018867924528302,0.7256691479252455,,,
rep7_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8785333132507545,0.9297394678492239,0.4371859296482412,0.8214285714285714,0.7796610169491526,0.9423503325942351,0.9182948490230906,0.8,0.7637789040228065,0.01,0.9173316608543703,343.0
rep7_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8809529450988599,0.9375593918276846,0.135678391959799,0.8571428571428571,0.7272727272727273,0.9201773835920177,0.9076376554174067,0.7868852459016393,0.7773202407348747,0.01,0.9109446633638923,343.0
rep7_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8564995480772779,0.9084771935381692,0.21608040201005024,0.8125,0.8053097345132744,0.9512195121951219,0.9236234458259325,0.8088888888888889,0.7637195121951219,,,
rep7_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8904998694681482,0.9245525815647767,0.4371859296482412,0.8392857142857143,0.8245614035087719,0.9556541019955654,0.9325044404973357,0.831858407079646,0.7949398162812797,0.3981071705534973,0.923905973578207,343.0
rep7_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.895976457143182,0.9306501425403866,0.1457286432160804,0.8392857142857143,0.8245614035087719,0.9556541019955654,0.9325044404973357,0.831858407079646,0.7949398162812797,0.01,0.9243983414617096,343.0
rep8_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7954234965449943,0.8786175556087061,0.38190954773869346,0.7387387387387387,0.8631578947368421,0.9712389380530974,0.9253996447602132,0.7961165048543689,0.7099776767918362,,,
rep8_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.855220567932244,0.9116838077015068,0.37185929648241206,0.8018018018018018,0.7807017543859649,0.9446902654867256,0.91651865008881,0.7911111111111111,0.7464920672885276,0.01,0.9188900668932259,343.0
rep8_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8590950981887738,0.9141752371840869,0.11557788944723618,0.8108108108108109,0.7758620689655172,0.9424778761061947,0.91651865008881,0.7929515418502202,0.7532886869170055,0.01,0.9148019853938427,343.0
rep8_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8525941964274166,0.9168759467432034,0.2814070351758794,0.7837837837837838,0.8529411764705882,0.9668141592920354,0.9307282415630551,0.8169014084507042,0.7505979430758192,,,
rep8_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8648077747345118,0.925874990034282,0.48743718592964824,0.8108108108108109,0.8490566037735849,0.9646017699115044,0.9342806394316163,0.8294930875576036,0.7754125807223153,0.01,0.9183314165668897,343.0
rep8_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8540773565179729,0.9117834648808101,0.17587939698492464,0.8018018018018018,0.8557692307692307,0.9668141592920354,0.9342806394316163,0.827906976744186,0.7686159610938372,0.01,0.9186363653957984,343.0
rep8_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.804114783533513,0.8900855242318657,0.23618090452261306,0.7946428571428571,0.7876106194690266,0.9467849223946785,0.91651865008881,0.7911111111111111,0.7414277795375357,,,
rep8_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8612927719381492,0.916990022172949,0.3919597989949749,0.8214285714285714,0.7931034482758621,0.9467849223946785,0.9218472468916519,0.8070175438596491,0.7682134938232499,0.01,0.913162992978039,343.0
rep8_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8703532812819005,0.9156834019638899,0.1407035175879397,0.8214285714285714,0.7666666666666667,0.9379157427937915,0.9147424511545293,0.7931034482758621,0.7593443142223628,0.01,0.9103606717154399,343.0
rep8_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8533181843850602,0.9267995723788407,0.21608040201005024,0.8392857142857143,0.7966101694915254,0.9467849223946785,0.9253996447602132,0.8173913043478261,0.7860706366803929,,,
rep8_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8948580935158973,0.9384700665188469,0.47738693467336685,0.8571428571428571,0.8,0.9467849223946785,0.9289520426287744,0.8275862068965517,0.8039277795375357,0.01,0.9151658347459816,343.0
rep8_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.889177410475739,0.9373614190687362,0.15075376884422112,0.8571428571428571,0.7741935483870968,0.9379157427937915,0.9218472468916519,0.8135593220338984,0.7950585999366486,0.01,0.9094682125546805,343.0
rep8_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8410968762092326,0.9075269242952171,0.20603015075376885,0.8303571428571429,0.6992481203007519,0.9113082039911308,0.8952042628774423,0.7591836734693878,0.7416653468482737,,,
rep8_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8658942056239743,0.8966186252771619,0.4321608040201005,0.8482142857142857,0.7661290322580645,0.9356984478935698,0.9182948490230906,0.8050847457627118,0.7839127336078555,0.01,0.9213701873292944,343.0
rep8_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8714948210244763,0.9006770668356034,0.23618090452261306,0.8482142857142857,0.753968253968254,0.9312638580931264,0.9147424511545293,0.7983193277310925,0.7794781438074121,0.01,0.9160013962768762,343.0
rep9_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8757723155402104,0.922636131706928,0.24120603015075376,0.8378378378378378,0.8773584905660378,0.9712389380530974,0.9449378330373002,0.8571428571428571,0.8090767758909352,,,
rep9_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.9085570607106608,0.9366977597066093,0.4020100502512563,0.8828828828828829,0.784,0.9402654867256637,0.9289520426287744,0.8305084745762712,0.8231483696085466,0.06309573444801933,0.9188241280004994,343.0
rep9_fold0,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.9073231126444337,0.9363589252969785,0.15577889447236182,0.8918918918918919,0.7615384615384615,0.9314159292035398,0.9236234458259325,0.8215767634854771,0.8233078210954317,0.01,0.9178198212830934,343.0
rep9_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8597263192244684,0.9141852029020171,0.38190954773869346,0.7567567567567568,0.8936170212765957,0.9778761061946902,0.9342806394316163,0.8195121951219512,0.7346328629514471,,,
rep9_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.9032860933344737,0.9293829227457546,0.4120603015075377,0.8558558558558559,0.8333333333333334,0.9579646017699115,0.9378330373001776,0.8444444444444444,0.8138204576257673,0.01,0.9189648108293923,343.0
rep9_fold1,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.9001564214815116,0.9231643147572351,0.15075376884422112,0.8558558558558559,0.8050847457627118,0.9491150442477876,0.9307282415630551,0.8296943231441049,0.8049709001036436,0.01,0.9152213688708843,343.0
rep9_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.801109458505076,0.8939261957554641,0.3919597989949749,0.7321428571428571,0.8367346938775511,0.9645232815964523,0.9182948490230906,0.780952380952381,0.6966661387393094,,,
rep9_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8505765274795033,0.9069923978460563,0.40703517587939697,0.8035714285714286,0.7894736842105263,0.9467849223946785,0.9182948490230906,0.7964601769911505,0.7503563509661071,0.06309573444801933,0.921441372139827,343.0
rep9_fold2,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.85241077839983,0.9064380741210009,0.15075376884422112,0.7589285714285714,0.8173076923076923,0.9578713968957872,0.9182948490230906,0.7870370370370371,0.7167999683243584,0.01,0.9198848980533075,343.0
rep9_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.7775309015637641,0.8873139056065885,0.20603015075376885,0.7946428571428571,0.6793893129770993,0.9068736141906873,0.8845470692717584,0.7325102880658436,0.7015164713335444,,,
rep9_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8136438089998959,0.9007760532150777,0.4221105527638191,0.8035714285714286,0.7317073170731707,0.926829268292683,0.9023090586145648,0.7659574468085106,0.7304006968641117,0.01,0.9238498794453219,343.0
rep9_fold3,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8000106163294853,0.8851560025340514,0.135678391959799,0.7857142857142857,0.7272727272727273,0.926829268292683,0.8987566607460036,0.7553648068669528,0.7125435540069687,0.01,0.9194590446541439,343.0
rep9_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Distance-based functional,weighted kNN + seuclidean,k=5,0.8189063509162064,0.884651171998733,0.23618090452261306,0.7857142857142857,0.7521367521367521,0.9356984478935698,0.9058614564831261,0.7685589519650655,0.7214127336078555,,,
rep9_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional logistic regression (L2),inner-CV C,0.8649730475817063,0.9176829268292682,0.3919597989949749,0.8214285714285714,0.7419354838709677,0.9290465631929047,0.9076376554174067,0.7796610169491526,0.750475134621476,0.01,0.9140902787110061,343.0
rep9_fold4,4.0,"Gaussian-smoothed L2-normalised spectra, sigma=4",Functional linear,Functional linear SVM,inner-CV C,0.8680553636615305,0.9168118466898953,0.1708542713567839,0.8214285714285714,0.773109243697479,0.9401330376940134,0.91651865008881,0.7965367965367965,0.7615616091225847,0.01,0.9109264842447299,343.0
rep0_fold0,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Distance-based functional,weighted kNN + seuclidean,k=5,0.8793455626264346,0.9255062584708602,0.4020100502512563,0.8198198198198198,0.9191919191919192,0.9823008849557522,0.9502664298401421,0.8666666666666667,0.8021207047755721,,,
rep0_fold0,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional logistic regression (L2),inner-CV C,0.9251418532771513,0.9583233676154029,0.4170854271356784,0.8738738738738738,0.8290598290598291,0.9557522123893806,0.9396092362344582,0.8508771929824561,0.8296260862632545,0.01,0.9110640589541189,343.0
rep0_fold0,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional linear SVM,inner-CV C,0.9289318174390923,0.9589013792553615,0.1306532663316583,0.8468468468468469,0.8623853211009175,0.9668141592920354,0.9431616341030196,0.8545454545454545,0.8136610061388823,0.01,0.9066073651937646,343.0
rep0_fold1,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Distance-based functional,weighted kNN + seuclidean,k=5,0.7684812683624851,0.8704456669058439,0.22613065326633167,0.7297297297297297,0.7363636363636363,0.9358407079646017,0.8952042628774423,0.7330316742081447,0.6655704376943314,,,
rep0_fold1,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional logistic regression (L2),inner-CV C,0.8175008622658553,0.886191501235749,0.37185929648241206,0.7837837837837838,0.7372881355932204,0.9314159292035398,0.9023090586145648,0.759825327510917,0.7151997129873235,0.01,0.9300513127509754,343.0
rep0_fold1,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional linear SVM,inner-CV C,0.8325862255582,0.8960575619867654,0.1306532663316583,0.7927927927927928,0.6984126984126984,0.915929203539823,0.8916518650088809,0.7426160337552743,0.7087219963326157,0.01,0.927459946420074,343.0
rep0_fold2,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Distance-based functional,weighted kNN + seuclidean,k=5,0.8214211607471906,0.8965790307253722,0.3768844221105528,0.7767857142857143,0.8787878787878788,0.9733924611973392,0.9342806394316163,0.8246445497630331,0.7501781754830534,,,
rep0_fold2,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional logistic regression (L2),inner-CV C,0.8884396080360378,0.9368862844472601,0.47738693467336685,0.8214285714285714,0.8288288288288288,0.9578713968957872,0.9307282415630551,0.8251121076233184,0.7792999683243584,0.01,0.9184444037339308,343.0
rep0_fold2,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional linear SVM,inner-CV C,0.875007889889942,0.9288683877098511,0.15075376884422112,0.8125,0.8348623853211009,0.9600886917960089,0.9307282415630551,0.8235294117647058,0.7725886917960088,0.01,0.917480885309042,343.0
rep0_fold3,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Distance-based functional,weighted kNN + seuclidean,k=5,0.8308801098745318,0.9116546563192904,0.35175879396984927,0.8035714285714286,0.8181818181818182,0.9556541019955654,0.9253996447602132,0.8108108108108109,0.7592255305669942,,,
rep0_fold3,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional logistic regression (L2),inner-CV C,0.879089129707172,0.9220779220779222,0.48743718592964824,0.8303571428571429,0.8303571428571429,0.9578713968957872,0.9325044404973357,0.8303571428571429,0.7882285397529301,0.01,0.9157225828249708,343.0
rep0_fold3,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional linear SVM,inner-CV C,0.8828350413344741,0.9255424453595185,0.1457286432160804,0.8392857142857143,0.8034188034188035,0.9490022172949002,0.9271758436944938,0.8209606986899564,0.7882879315806144,0.01,0.9105455262392986,343.0
rep0_fold4,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Distance-based functional,weighted kNN + seuclidean,k=5,0.7867574651639838,0.8883235666772252,0.3768844221105528,0.7589285714285714,0.8252427184466019,0.9600886917960089,0.9200710479573713,0.7906976744186046,0.7190172632245804,,,
rep0_fold4,6.0,"Gaussian-smoothed L2-normalised spectra, sigma=6",Functional linear,Functional logistic regression (L2),inner-CV C,0.8530947597639746,0.9030923344947736,0.4472361809045226,0.8303571428571429,0.7948717948717948,0.9467849223946785,0.9236234458259325,0.8122270742358079,0.7771420652518213,0.06309573444801933,0.9302254271038413,343.0
