source_id,y,class_name,auc,roughness_d1,roughness_d2
1781080159778185472,0,non_binary,26.280226525137763,0.0009996827286300417,0.00016731202707603017
1782619686510352128,0,non_binary,25.451234174621774,0.0004031524425256881,5.2879575179113234e-05
1782717886642757376,1,binary,24.685472740631447,0.0005450485763235435,8.016926654461602e-05
1783474797319468032,1,binary,30.369657274705553,0.00022238498220535704,3.0477463407196357e-05
1783628003096502144,0,non_binary,24.995178334308047,0.0011174470513725448,0.00016586118082696013
1783691847786812288,1,binary,30.08023236725784,0.00035354841661778413,5.247518276087845e-05
1784210022709279616,1,binary,26.708462161300652,0.0009812746057879216,0.00015798008870162556
1786272195418292992,0,non_binary,25.11584074890729,0.00023665020983196637,2.983585958836257e-05
1787066145893240576,0,non_binary,24.006810130814657,0.00024871593460899446,1.470927733696976e-05
1788269453995964288,0,non_binary,26.10776061923946,0.0009200854225711862,0.00014176825195688584
1789840488608448640,0,non_binary,26.376653208337068,0.0003011990048543531,2.6245791743476716e-05
1789867186124831616,0,non_binary,25.895777125736327,0.002185489692795541,0.00041937381975315057
1790305753825533312,0,non_binary,24.32903245823892,0.0005369214385421931,7.185223073187374e-05
1790336673293954176,0,non_binary,24.252257973999313,0.00020921674192048845,2.0355018575432995e-05
1790470508770502144,0,non_binary,24.266448047312387,0.0005875788529091479,8.226885716650209e-05
1790728894004387712,0,non_binary,26.360335476332118,0.0002867488785718651,3.108605743757903e-05
1792255325381143040,0,non_binary,24.719777536073344,0.00028209270495265046,2.858687153210771e-05
1793956957063518080,1,binary,29.14473842180533,0.00019528524270444835,2.3484038558942766e-05
1794184349811337728,0,non_binary,26.242581094495147,0.0012801013219926867,0.00020744797443408874
1794971943734173056,0,non_binary,25.81128543463624,0.0004766349572354032,5.3699074418246985e-05
1796522152051048064,0,non_binary,24.38767467884363,0.00048642568607677625,7.151622545775504e-05
1796648870766546944,0,non_binary,23.688960255255143,0.0016855907605002995,0.0003232759996695633
1797986937760585600,0,non_binary,24.22895342296471,0.0005678180553686095,7.300535556202107e-05
1798549715915714176,1,binary,28.540641400882123,0.00021781598136655977,2.5633846402677343e-05
1799422182690088960,0,non_binary,26.33816865902921,0.0002774607810562522,3.0756664303662326e-05
1804505912140447104,0,non_binary,24.179544622562613,0.0003937612586987001,4.789937608357354e-05
1804943479113035136,0,non_binary,26.550408692749805,0.0020109298056543053,0.0004039254748776644
1806906627074342016,0,non_binary,24.9660165208865,0.00047010344670204627,6.479031750164868e-05
1814389009845462400,0,non_binary,24.878583490633847,0.00022383841606384865,2.2904743377362193e-05
1817266534856772096,0,non_binary,24.82851216025335,0.00022530257070539183,1.8792156223765995e-05
1818734245446134016,0,non_binary,24.536460086835127,0.00030404482916570946,3.0249088964644446e-05
1829041204887324416,0,non_binary,25.07094638783274,0.000507402075212851,7.422292306069848e-05
1830964388160536064,0,non_binary,27.864889278175745,0.0008249869100214934,0.0001325217929876171
1832976906773684224,0,non_binary,22.89264354007632,0.0003915718824796552,3.842689476616383e-05
1833281127895263872,0,non_binary,24.056774901357688,0.00023812187216849936,1.9666204819264825e-05
1839676849570436992,0,non_binary,30.793474795930848,0.0006167273367658867,8.565561988639207e-05
1840008592843989888,0,non_binary,26.60316916248859,0.00026953732841122105,3.330163059881874e-05
1841099308379288960,0,non_binary,26.46092581307922,0.0003577255556992998,4.6930631836027014e-05
1842589593311763072,0,non_binary,25.946164229498137,0.00039739874203301195,5.420137534822126e-05
1843855509154985472,1,binary,31.863998856928475,0.002513134922731087,0.0003594530560405898
1845383692878107392,0,non_binary,26.348725478469397,0.0007997968731593666,0.00013444246613708406
1850084998438797312,0,non_binary,26.00247708989758,0.0003330379974173785,3.909416268166379e-05
1852616039853485824,0,non_binary,25.005061526599167,0.0001691066494654794,1.190925509690609e-05
1858674589447492608,0,non_binary,24.70203874815202,0.00025627952259232563,2.3099319437908508e-05
1864830136570923904,0,non_binary,24.633669690068732,0.0002066090267832626,1.3971923798357334e-05
1867119354139385984,0,non_binary,25.190537447152316,0.0005812944402987967,9.083881865957786e-05
1868767831308190976,0,non_binary,24.520341233790703,0.0003068549128234741,4.161137716509554e-05
1869491859722639872,0,non_binary,27.71744176267444,0.0004070774562057005,4.781072911518649e-05
1869904107861540864,0,non_binary,26.03918277242714,0.000793389470958367,0.00012534283095913445
1869910636212423296,0,non_binary,24.238856169398915,0.00029678246969901036,2.4962053347459912e-05
