split,family,method,pr_auc,roc_auc,youden_threshold,sensitivity,precision,specificity,accuracy,f1,youden_j,best_C,best_cv_roc_auc,n_nonzero_coefs
rep6_fold1,Functional linear,Functional linear SVM,0.8972696180894019,0.9433149964123416,0.15577889447236182,0.8648648648648649,0.8347826086956521,0.9579646017699115,0.9396092362344582,0.8495575221238938,0.8228294666347764,0.01,0.9035125470075855,343
rep6_fold2,Functional linear,Functional logistic regression (L2),0.8612577718782676,0.9179204941400063,0.3869346733668342,0.8303571428571429,0.788135593220339,0.9445676274944568,0.9218472468916519,0.808695652173913,0.7749247703515998,0.01,0.9088394259496179,343
rep6_fold2,Functional linear,Functional logistic regression (L1),0.8507746897726304,0.9209494773519163,0.4221105527638191,0.8214285714285714,0.736,0.926829268292683,0.9058614564831261,0.7763713080168776,0.7482578397212545,0.06309573444801933,0.9014420561166309,53
rep6_fold2,Functional linear,Functional linear SVM,0.8623138347265947,0.9159605638264176,0.15577889447236182,0.8214285714285714,0.8440366972477065,0.9623059866962306,0.9342806394316163,0.832579185520362,0.7837345581248019,0.01,0.9046811533154595,343
rep6_fold3,Functional linear,Functional logistic regression (L2),0.8636378074099409,0.9039634146341463,0.4020100502512563,0.8303571428571429,0.768595041322314,0.9379157427937915,0.91651865008881,0.7982832618025751,0.7682728856509344,0.01,0.9197817993471186,343
rep6_fold3,Functional linear,Functional logistic regression (L1),0.8543281758319624,0.8898479569211277,0.5125628140703518,0.8214285714285714,0.7931034482758621,0.9467849223946785,0.9218472468916519,0.8070175438596491,0.7682134938232499,0.3981071705534973,0.919109498358757,98
rep6_fold3,Functional linear,Functional linear SVM,0.8572282701351885,0.892223630028508,0.15577889447236182,0.8214285714285714,0.773109243697479,0.9401330376940134,0.91651865008881,0.7965367965367965,0.7615616091225847,0.01,0.9185101147212901,343
rep6_fold4,Functional linear,Functional logistic regression (L2),0.8650067275961028,0.9194646816598037,0.3969849246231156,0.8214285714285714,0.7796610169491526,0.9423503325942351,0.9182948490230906,0.8,0.7637789040228065,0.01,0.9185002718832905,343
rep6_fold4,Functional linear,Functional logistic regression (L1),0.867739157662519,0.9225332594235035,0.48743718592964824,0.8035714285714286,0.7692307692307693,0.9401330376940134,0.9129662522202486,0.7860262008733624,0.743704466265442,0.3981071705534973,0.911024234674149,96
rep6_fold4,Functional linear,Functional linear SVM,0.8642768442207884,0.918811371555274,0.15075376884422112,0.8035714285714286,0.7894736842105263,0.9467849223946785,0.9182948490230906,0.7964601769911505,0.7503563509661071,0.01,0.9170884272530909,343
rep7_fold0,Functional linear,Functional logistic regression (L2),0.8487936503497714,0.8801522761699753,0.3768844221105528,0.8018018018018018,0.7739130434782608,0.9424778761061947,0.9147424511545293,0.7876106194690266,0.7442796779079965,0.01,0.9204584652559479,343
rep7_fold0,Functional linear,Functional logistic regression (L1),0.8318692620133623,0.8756477716654707,0.37185929648241206,0.8198198198198198,0.7,0.9137168141592921,0.8952042628774423,0.7551867219917012,0.7335366339791118,0.06309573444801933,0.9249547384285624,53
rep7_fold0,Functional linear,Functional linear SVM,0.858902855399001,0.8875867017459937,0.1457286432160804,0.8018018018018018,0.8240740740740741,0.9579646017699115,0.9271758436944938,0.8127853881278538,0.7597664035717133,0.01,0.9108226560742488,343
rep7_fold1,Functional linear,Functional logistic regression (L2),0.8411958825168632,0.9042493821254883,0.4020100502512563,0.8198198198198198,0.728,0.9247787610619469,0.9040852575488455,0.7711864406779662,0.7445985808817666,0.06309573444801933,0.9249803311777177,343
rep7_fold1,Functional linear,Functional logistic regression (L1),0.8407214949567104,0.9044486964840948,0.47738693467336685,0.8108108108108109,0.75,0.9336283185840708,0.9094138543516874,0.7792207792207793,0.7444391293948818,0.3981071705534973,0.9283679108749544,96
rep7_fold1,Functional linear,Functional linear SVM,0.842476880222155,0.9034521246910628,0.15577889447236182,0.8198198198198198,0.7109375,0.918141592920354,0.8987566607460036,0.7615062761506276,0.7379614127401739,0.01,0.925596492535679,343
rep7_fold2,Functional linear,Functional logistic regression (L2),0.87041296636079,0.9237408932530885,0.4120603015075377,0.8571428571428571,0.768,0.9356984478935698,0.9200710479573713,0.810126582278481,0.7928413050364269,0.06309573444801933,0.9162066144273106,343
rep7_fold2,Functional linear,Functional logistic regression (L1),0.8714752562453101,0.9239388660120369,0.457286432160804,0.8392857142857143,0.8103448275862069,0.9512195121951219,0.9289520426287744,0.8245614035087719,0.7905052264808363,0.3981071705534973,0.9148118189986459,90
rep7_fold2,Functional linear,Functional linear SVM,0.8696301662465108,0.9227708267342415,0.18090452261306533,0.8571428571428571,0.7868852459016393,0.9423503325942351,0.9253996447602132,0.8205128205128205,0.7994931897370923,0.01,0.9155174651116589,343
rep7_fold3,Functional linear,Functional logistic regression (L2),0.874172311316042,0.9272450110864745,0.4271356783919598,0.8303571428571429,0.788135593220339,0.9445676274944568,0.9218472468916519,0.808695652173913,0.7749247703515998,0.01,0.9071710397994149,343
